T: T: Genes,C: Winner MOCK,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
PSMD4,protein-complex,-1.82911,1.01977,-2.98891,-2.68072,-0.988247,-1.19049,-1.11469,-5.34273,-3.2625,-2.05604,-2.04875,-1.06279,P55036;A2A3N6;Q5VWC4;P55036-2;A6PVX3,PSMD4_HUMAN,P55036;P55036-2,26S proteasome non-ATPase regulatory subunit 4
TCP1,protein-complex,-1.90836,2.32269,-3.89393,-3.10108,-1.52088,-1.67836,-1.45748,-4.25936,-3.60369,-2.16181,-1.92498,-1.05545,P17987;E7ERF2;E7EQR6,TCPA_HUMAN,P17987,T-complex protein 1 subunit alpha
ARHGEF7,protein-complex,-2.02014,2.59291,-3.91299,-2.13808,-1.30005,-1.70402,-1.4665,-3.8969,-4.0068,-2.41411,-1.94542,-1.19988,Q14155;E7EUY6;A0A2R8YG42;A0A8V8TQ72;F6SJA5;B1ALK7;E9PDQ5;Q14155-1;Q14155-2;Q14155-3;Q14155-5;Q14155-6,ARHG7_HUMAN,Q14155-1,"Isoform of Q14155, Isoform 1 of Rho guanine nucleotide exchange factor 7"
WASHC2A;WASHC2C,endosome-vesicle,0.343588,-0.762147,-0.683312,-3.83778,-0.134013,-1.44374,-1.65808,-2.90374,-4.26728,-2.28942,-0.960402,-1.12412,Q9Y4E1;Q641Q2;J3KP36;E7ESD2;A0A096LPC5;F8W7U3;Q9Y4E1-1;Q9Y4E1-2;Q9Y4E1-3;Q9Y4E1-5;Q9Y4E1-6;A0A0A0MT65;Q641Q2-2;A0A087WYF6,WAC2A_HUMAN;WAC2C_HUMAN,Q641Q2;Q9Y4E1-1;Q9Y4E1-2,WASH complex subunit 2A
PRKAG1,endosome-vesicle,0.882859,-0.725657,-2.89186,-3.2563,-0.87319,-1.18931,-0.909649,-3.61338,-3.20839,-2.08186,-1.91309,-1.62509,P54619;P54619-2;P54619-3;F8VYY9,AAKG1_HUMAN,P54619;P54619-2;P54619-3,5'-AMP-activated protein kinase subunit gamma-1
WASHC2A,endosome-vesicle,0.165582,-0.165609,-1.69704,-3.17618,-1.04452,-1.3633,-1.73539,-2.34195,-2.88175,-1.94402,-1.5695,-1.11794,Q641Q2;E7ESD2;F8W7U3;Q641Q2-2;A0A087WYF6,WAC2A_HUMAN,Q641Q2,WASH complex subunit 2A
CLTC,Cytoplasm,-0.398317,-0.996557,-0.904178,-3.14081,0.431016,-1.33161,-2.97869,-1.07072,-3.72795,-2.9567,-1.45119,-1.13531,Q00610;J3KRF5;K7EJJ5;Q00610-2;A0A8V8TRE8;A0A8V8TRF0;A0A8V8TQK1;A0A8V8TQK3;A0A8V8TR47;A0A8V8TQ14;A0A8V8TQ18;A0A087WVQ6,CLH1_HUMAN,Q00610;Q00610-2,Clathrin heavy chain 1
CAMK2B;CAMK2D;CAMK2G,protein-complex,-1.53345,0.918683,-4.27774,-1.82276,-1.84377,-2.08657,-1.59256,-0.369709,-3.99793,-2.28417,-1.56832,-1.1817,Q13555;Q13557;Q13554;Q8WU40;E9PBG7;A0A804CJ50;D6R938;H0Y9C2;H0Y6G2;Q5SWX3;Q13557-3;Q13557-4;Q13557-5;Q13557-6;Q13557-8;Q13557-9;H7BZC6;Q13555-2;Q13555-3;Q13555-4;Q13555-5;Q13555-6;Q13555-7;Q13555-8;Q13555-9;H7BXS4;Q13554-2;Q13554-3;Q13554-4;Q13554-5;Q13554-6;Q13554-7;Q13554-8;Q13557-10;Q13557-11;Q13557-12;A0A8V8TQR5;A0A8V8TQS2;A0A8V8TR22;A0A8V8TR45;A0A8V8TQU4;A0A8V8TPG6;A0A8V8TPH1;A0A8V8TPJ7;A0A8V8TPJ8;A0A8V8TPK3;A0A8V8TPM4;A0A8V8TPN2;A0A8V8TQ05;A0A8V8TQ06;A0A8V8TQ12;A0A8V8TQ13;A0A8V8TQ39;A0A8V8TQ60;A0A8V8TQ77;A0A8V8TPW6;A0A8V8TPX9;A0A8V8TPY4;E9PF82;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TND4;A0A8V8TNN9;Q13555-11;Q13555-10;A0A2Q3DQE3,KCC2B_HUMAN;KCC2D_HUMAN;KCC2G_HUMAN,Q13554;Q13554-2;Q13554-3;Q13554-4;Q13554-5;Q13554-6;Q13554-7;Q13554-8;Q13555-10;Q13555-11;Q13555-3;Q13555-5;Q13555-6;Q13555-7;Q13557-11;Q13557-12;Q13557-4;Q13557-5,Calcium/calmodulin-dependent protein kinase type II subunit beta
EEF1D,protein-complex,-1.78049,0.847144,-3.39571,-2.13176,-0.407115,-1.97914,-1.79285,-0.476208,-3.5944,-2.45514,-1.80981,-1.46722,P29692;E9PPR1;E9PQ49;E9PQZ1;E9PMW7;E9PN91;E9PNW6;E9PL71;P29692-3;P29692-4;E9PK01;E9PK06;E9PJD0;E9PK72;E9PKK3;E9PL12;E9PI39,EF1D_HUMAN,P29692;P29692-3;P29692-4,Elongation factor 1-delta
EEF1D,protein-complex,-1.83353,0.338997,-3.52261,-1.9337,-1.65894,-2.28373,-2.0462,0.319347,-3.71872,-2.7348,-1.37828,-1.08569,P29692;E9PRY8;E9PQZ1;P29692-2;P29692-3;P29692-4,EF1D_HUMAN,P29692;P29692-2;P29692-3;P29692-4,Elongation factor 1-delta
EEF1D,protein-complex,-1.68031,0.611174,-2.99347,-2.20249,-1.22837,-1.99396,-2.20223,-0.0355774,-3.56229,-2.68508,-1.48111,-1.35996,P29692;H0YCK7;E9PRY8;E9PPR1;E9PQ49;E9PMW7;E9PN91;E9PL71;P29692-2;P29692-3;E9PIZ1;E9PK01;E9PL12;E9PI39;A0A087X1X7,EF1D_HUMAN,P29692;P29692-2;P29692-3,Elongation factor 1-delta
RICTOR,Translation,-1.36399,-1.67065,-3.61637,-1.6399,-1.54003,-1.93578,-1.4523,0.852836,-3.33355,-2.05036,-0.846688,-1.74373,Q6R327;Q6R327-3,RICTR_HUMAN,Q6R327;Q6R327-3,Rapamycin-insensitive companion of mTOR
MTOR,Translation,-1.4675,-1.18681,-3.79358,-1.30075,-2.02754,-2.28437,-1.83804,0.633063,-4.07969,-2.84433,-0.689584,-1.09614,P42345;A0A8V8TRG9;A0A8V8TQ52,MTOR_HUMAN,P42345,Serine/threonine-protein kinase mTOR
HOOK3,Translation,-0.971033,-0.985978,-3.18911,-2.27955,-0.997893,-1.82923,-1.49258,0.352369,-3.14788,-2.05069,-1.13515,-1.89975,Q86VS8,HOOK3_HUMAN,Q86VS8,Protein Hook homolog 3
AGL,Translation,-1.53169,-0.830795,-2.53796,-2.02497,-0.872258,-1.70738,-1.24499,0.133321,-3.16358,-1.97572,-1.23656,-1.93047,P35573;P35573-2;P35573-3,GDE_HUMAN,P35573,Glycogen debranching enzyme
RPS6KA4,Translation,-1.46667,-0.669664,-2.69424,-2.14943,-1.20432,-1.58701,-0.78852,0.175179,-3.06453,-1.99115,-1.34425,-1.87325,O75676;A0A0A6YYC0;E9PJN1;O75676-2,KS6A4_HUMAN,O75676;O75676-2,Ribosomal protein S6 kinase alpha-4
PAFAH1B1,Translation,-1.06986,-0.566301,-4.03556,-2.59017,-1.05096,-1.60782,-1.15637,0.26533,-3.31516,-2.06129,-1.22225,-1.76807,P43034;A0A6Q8PFT2;A0A6Q8PFU3;A0A6Q8PG63;A0A6Q8PH33;P43034-2,LIS1_HUMAN,P43034,Platelet-activating factor acetylhydrolase IB subunit beta
TRAPPC2L,endosome-vesicle,0.072253,-0.620916,-4.54313,-1.27209,-1.92591,-1.95332,-1.41343,-2.07717,-3.44345,-2.19312,-1.40075,-1.19601,Q9UL33;H3BPN3;H3BP13;Q9UL33-2;A0A0B4J286;A0A0B4J294,TPC2L_HUMAN,Q9UL33-2,"Isoform of Q9UL33, Isoform 2 of Trafficking protein particle complex subunit 2-like protein"
COG7,Cytoplasm,-1.89535,-1.13014,-2.9838,-2.9564,1.38779,-1.22995,-1.47059,-4.68576,-3.29799,-2.01146,-2.01027,-1.4054,P83436,COG7_HUMAN,P83436,Conserved oligomeric Golgi complex subunit 7
AP1S2,endosome-vesicle,0.423543,-0.574447,-1.53511,-1.3504,-1.49207,-1.79037,-1.46923,-2.67568,-2.24306,-2.25811,-1.27472,-1.24622,P56377;A6NH01;P56377-2;H0Y673;A0A5F9ZI43;A0A5F9ZHW1;A0A5F9ZHX2;H7BZG6,AP1S2_HUMAN,P56377,AP-1 complex subunit sigma-2
ATP6V1A,protein-complex,-0.651542,0.124803,-1.7601,-1.54433,-1.36738,-1.5433,-1.69208,-2.41143,-0.927581,-2.34368,-1.36552,-1.14764,P38606;P38606-2,VATA_HUMAN,P38606;P38606-2,V-type proton ATPase catalytic subunit A
ATP6V1A,protein-complex,-1.04635,0.148624,-2.92304,-1.31525,-0.523259,-1.34605,-1.1459,-2.35719,-1.20027,-2.29475,-0.973673,-1.16428,P38606;F8WDJ3;C9JVW8,VATA_HUMAN,P38606,V-type proton ATPase catalytic subunit A
LPIN1,Cytoplasm,-1.69832,-0.385828,-1.63147,-2.18248,0.277509,-2.09428,-0.247075,-2.7839,-3.95523,-2.22132,-1.87371,-0.674014,Q14693;Q14693-2;Q14693-3;Q14693-4;Q14693-5;Q14693-7;A0A0A0MS66;H7C3T1,LPIN1_HUMAN,Q14693;Q14693-2;Q14693-3;Q14693-5;Q14693-7,Phosphatidate phosphatase LPIN1
SNF8,protein-complex,-1.81282,0.749191,-2.235,-2.54884,-0.377725,-1.96356,-1.914,-1.6056,-3.79827,-2.15793,-1.57101,-0.743451,Q96H20;Q96H20-2;D6RJ86;D6RFY6;D6RBI1;H0Y8S5,SNF8_HUMAN,Q96H20;Q96H20-2,Vacuolar-sorting protein SNF8
COG4,protein-complex,-1.63074,0.180869,-2.35974,-3.68295,0.145564,-1.21351,-1.72574,-2.86655,-3.66791,-2.52382,-1.89649,-0.878571,Q9H9E3;J3KNI1;Q9H9E3-2;Q9H9E3-3;A0A6I8PIQ6;A0A0A0MS45;A0A8V8TRG1;A0A8V8TQL5;A0A8V8TQM1;A0A8V8TQ33,COG4_HUMAN,Q9H9E3,Conserved oligomeric Golgi complex subunit 4
FHIP2A,Cytoplasm,-1.34011,-1.45795,-2.5098,-1.54548,0.986274,-1.07463,-1.62015,-2.4585,-3.19538,-1.95247,-0.983448,-1.91909,Q5W0V3;Q5W0V3-2,FHI2A_HUMAN,Q5W0V3,FHF complex subunit HOOK interacting protein 2A
MAGED2;TRO,Cytoplasm,-0.80253,-2.00646,-2.65982,-1.85705,0.712082,-1.25158,-1.06021,-1.70683,-2.87846,-1.99056,-1.39368,-2.06291,Q9UNF1;Q12816;Q9UNF1-2;Q5H907;Q5H909;Q12816-2;Q12816-3;Q12816-4;Q12816-5;G5E9N2;A0A087X070,MAGD2_HUMAN;TROP_HUMAN,Q12816;Q9UNF1,Trophinin
FHIP2A;FHIP2B,Cytoplasm,-1.30965,-1.60634,-2.50647,-1.5334,0.487967,-1.30329,-1.43988,-0.803295,-3.22423,-1.95545,-1.04908,-1.95824,Q5W0V3;Q86V87,FHI2A_HUMAN;FHI2B_HUMAN,Q5W0V3;Q86V87,FHF complex subunit HOOK interacting protein 2A
NFKB2,Cytoplasm,-2.28108,-0.662242,-1.29804,-1.53005,1.00964,-0.917423,-2.27326,-2.6202,-3.71056,-2.22084,-2.06705,-0.716456,Q00653;Q00653-3;Q00653-4,NFKB2_HUMAN,Q00653;Q00653-3;Q00653-4,Nuclear factor NF-kappa-B p100 subunit
IMPDH1,Cytoplasm,-1.14378,-1.07168,-2.10049,-2.6144,1.31834,-1.50661,-1.36542,-2.51036,-3.85349,-1.83964,-1.64826,-1.24324,P20839;C9J381;P20839-5;P20839-6;P20839-7;P20839-2;P20839-3;P20839-4;A0A3B3IRL5,IMDH1_HUMAN,P20839-3;P20839-5;P20839-6;P20839-7,"Isoform of P20839, Isoform 3 of Inosine-5'-monophosphate dehydrogenase 1"
UBR2,Cytoplasm,-0.826239,-0.925626,-1.82966,-2.21893,0.950047,-1.50766,-1.25045,-2.6923,-3.08436,-2.02725,-1.18583,-1.58187,Q8IWV8;Q8IWV8-2;Q8IWV8-4,UBR2_HUMAN,Q8IWV8-4,"Isoform of Q8IWV8, Isoform 4 of E3 ubiquitin-protein ligase UBR2"
ZC3HAV1L,Cytoplasm,-1.50436,-0.927807,-1.52937,-2.40815,0.6876,-2.23364,-0.848919,-2.14327,-3.40449,-2.11906,-1.43654,-1.70735,Q96H79,ZCCHL_HUMAN,Q96H79,Zinc finger CCCH-type antiviral protein 1-like
IPO7,Cytoplasm,-1.14433,-0.645623,-1.62046,-2.5931,0.995368,-1.39013,-1.9655,-1.24862,-3.5253,-2.32413,-1.70735,-1.42078,O95373,IPO7_HUMAN,O95373,Importin-7
IPO7;IPO8,Cytoplasm,-1.33342,-0.712452,-1.69933,-2.59294,1.20861,-1.41135,-1.92372,-1.22245,-3.49839,-2.32408,-1.63159,-1.40323,O95373;O15397;O15397-2,IPO7_HUMAN;IPO8_HUMAN,O15397;O95373,Importin-8
HTT,Cytoplasm,-2.24182,-0.206587,-2.24884,-1.70223,0.488914,-1.95768,-1.7791,-2.14442,-3.55346,-2.0003,-1.98307,-1.12017,P42858;A0A7P0TA78;A0A7P0TAC5;A0A7P0TAN5;A0A7P0Z417,HD_HUMAN,P42858,Huntingtin
TUBA1C,Cytoplasm,-1.9995,-0.348646,-2.69483,-2.48408,0.587859,-1.52232,-1.72092,-1.55874,-3.3789,-2.19665,-2.15616,-1.76628,Q9BQE3;F5H5D3,TBA1C_HUMAN,Q9BQE3,Tubulin alpha-1C chain
TUBA1C;TUBA4A;TUBA8,Cytoplasm,-2.12991,-0.301924,-2.60161,-2.30434,0.707514,-1.68745,-1.67536,-1.98369,-3.37255,-2.14874,-2.24585,-1.79873,P68366;Q9NY65;Q6PEY2;P0DPH7;P68363;Q71U36;Q9BQE3;P0DPH8;C9J2C0;A0A7P0T945;V9GZ17;P0DPH7-2;Q71U36-2;Q9NY65-2;F5H5D3;P68363-2;P68366-2,TBA1C_HUMAN;TBA4A_HUMAN;TBA8_HUMAN,P68366;P68366-2;Q9BQE3;Q9NY65;Q9NY65-2,Tubulin alpha-4A chain
TUBA1C;TUBA4A;TUBA4B;TUBA8,Cytoplasm,-2.09451,0.0973173,-2.57183,-2.35842,0.359213,-1.53452,-1.66351,-2.04386,-3.39105,-2.17387,-2.30375,-1.68862,P68366;Q9NY65;P68363;Q9H853;Q9BQE3;C9J2C0;F8VVB9;A0A7P0T945;C9JDS9;A0A7P0TA31;Q9NY65-2;F5H5D3;P68363-2;P68366-2,TBA1C_HUMAN;TBA4A_HUMAN;TBA4B_HUMAN;TBA8_HUMAN,P68366;P68366-2;Q9BQE3;Q9H853;Q9NY65;Q9NY65-2,Tubulin alpha-4A chain
TUBA1C;TUBA8,Cytoplasm,-2.43948,0.0492073,-2.31638,-2.19307,0.47018,-1.67985,-1.671,-2.25254,-3.36598,-2.17214,-2.36994,-1.6321,Q9NY65;Q6PEY2;P0DPH7;Q71U36;Q9BQE3;P0DPH8;C9J2C0;A0A7P0T945;A0A7P0TA31;V9GZ17;P0DPH7-2;Q71U36-2;Q9NY65-2;F5H5D3,TBA1C_HUMAN;TBA8_HUMAN,Q9BQE3;Q9NY65;Q9NY65-2,Tubulin alpha-1C chain
GPS1,protein-complex,-1.85549,0.19894,-2.62369,-2.448,-0.195122,-1.6255,-1.32666,-2.17438,-3.37831,-2.0942,-2.15118,-1.90874,Q13098;A0A096LP07;A0A096LPJ3;Q13098-5;Q13098-6;Q13098-7;A8K070;C9JFE4,CSN1_HUMAN,Q13098;Q13098-5;Q13098-7,COP9 signalosome complex subunit 1
MCM7,Cytoplasm,-1.90485,0.0173884,-2.33037,-2.4743,0.0497072,-1.51181,-1.10926,-2.30305,-3.5991,-2.16035,-2.24765,-1.83848,P33993;P33993-2,MCM7_HUMAN,P33993,DNA replication licensing factor MCM7
PYGB;PYGM,Cytoplasm,-2.06313,-0.299025,-2.22414,-1.50094,0.335144,-2.23195,-1.54457,-2.64931,-3.07654,-2.01554,-2.11008,-1.77322,P11217;P11216;P11217-2,PYGB_HUMAN;PYGM_HUMAN,P11216;P11217;P11217-2,"Glycogen phosphorylase, brain form"
PYGB,Cytoplasm,-2.17456,0.0395485,-2.2758,-1.45054,0.253357,-1.88732,-1.73373,-2.28239,-2.98736,-2.02382,-2.04838,-1.88768,P11216,PYGB_HUMAN,P11216,"Glycogen phosphorylase, brain form"
ACACA,Cytoplasm,-1.94814,-0.0994828,-2.19577,-1.54997,0.238288,-1.46252,-1.78169,-2.93626,-3.0147,-2.02675,-1.24678,-1.96415,Q13085;Q13085-2;Q13085-3;Q13085-4;A0A087X0W4,ACACA_HUMAN,Q13085;Q13085-3,Acetyl-CoA carboxylase 1
COPS6,protein-complex,-1.97239,0.663324,-2.47937,-1.77028,-0.371652,-1.53449,-1.41797,-2.27305,-3.10745,-1.9988,-2.01242,-1.96254,Q7L5N1;E7EM64,CSN6_HUMAN,Q7L5N1,COP9 signalosome complex subunit 6
COPS3,protein-complex,-1.79766,0.24177,-2.27483,-1.8728,-0.218739,-1.46796,-1.46373,-2.58969,-2.97813,-2.00909,-1.61393,-1.89363,Q9UNS2;J3KTQ1;C9JLV5;J3QKR0,CSN3_HUMAN,Q9UNS2,COP9 signalosome complex subunit 3
MYH10;MYH14;MYH9,Cytoplasm,-2.02779,0.233426,-2.25625,-1.51798,0.563137,-1.56796,-1.62967,-2.5233,-3.04165,-2.054,-1.57168,-1.80746,P35580;Q7Z406;P35579;M0QY43;P35579-2;Q7Z406-2;Q7Z406-4;Q7Z406-5;Q7Z406-6;A0A8I5KWT8;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN;MYH14_HUMAN;MYH9_HUMAN,P35579;P35579-2;P35580;P35580-4;Q7Z406-4,Myosin-9
FLII,Cytoplasm,-1.80113,0.417499,-2.1952,-1.22248,0.437312,-1.38261,-1.94804,-2.35445,-3.03219,-2.00576,-1.78586,-1.65775,Q13045;Q13045-2;Q13045-3,FLII_HUMAN,Q13045;Q13045-2,Protein flightless-1 homolog
TWF1;TWF2,protein-complex,-1.92046,0.415545,-2.24152,-1.414,0.260985,-1.72021,-1.91901,-2.43221,-3.01292,-2.01296,-1.86534,-1.78666,Q12792;Q6IBS0;D6RG15;Q12792-3;Q12792-4;F8VS81;A0A7I2V2U8;A0A7I2V5B1;A0A7I2V5D3;H0Y858,TWF1_HUMAN;TWF2_HUMAN,Q12792;Q6IBS0,Twinfilin-1
MYH10;MYH14,protein-complex,-2.02015,0.697706,-2.26129,-1.52107,0.228527,-1.69226,-1.67455,-2.41617,-3.0588,-2.04875,-1.78286,-1.81162,P35580;Q7Z406;M0QY43;Q7Z406-2;Q7Z406-4;Q7Z406-5;Q7Z406-6;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN;MYH14_HUMAN,P35580;P35580-4;Q7Z406-4,Myosin-10
MYH10,protein-complex,-1.85325,0.446976,-2.25339,-1.52147,0.159691,-1.35075,-1.56821,-2.50433,-3.04846,-2.04325,-1.51472,-1.80613,P35580;A0A8I5KZ38;P35580-2;P35580-5,MYH10_HUMAN,P35580,Myosin-10
CAP1;CAP2,Cytoplasm,-1.83713,0.230484,-2.15469,-1.43822,0.239015,-1.4346,-1.72997,-2.40649,-2.97509,-2.01045,-1.74222,-1.74717,P40123;Q01518;P40123-2;P40123-3;B7Z385;E9PDI2;Q01518-2,CAP1_HUMAN;CAP2_HUMAN,P40123;Q01518;Q01518-2,Adenylyl cyclase-associated protein 2
CAP1,protein-complex,-1.85822,0.322166,-2.18171,-1.52415,-0.000601732,-1.55759,-1.56465,-2.20916,-2.90433,-2.02286,-1.81626,-1.78324,Q01518;Q01518-2,CAP1_HUMAN,Q01518;Q01518-2,Adenylyl cyclase-associated protein 1
GFPT1;GFPT2,protein-complex,-1.95347,0.35774,-2.16921,-1.42064,0.0132167,-1.54565,-1.67083,-2.40562,-2.94082,-2.03021,-1.71437,-1.81905,Q06210;O94808;A0A6I8PTT9;A0A6I8PRN4;Q06210-2;E5RJP4,GFPT1_HUMAN;GFPT2_HUMAN,O94808;Q06210-2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2
CLNS1A,Cytoplasm,-2.34089,-0.619409,-2.13885,-0.936434,0.864633,-1.96625,-1.62326,-2.09395,-2.9883,-2.01429,-2.16847,-1.61201,P54105;J3KN38;E9PQ83;E9PMI6;E9PJF4,ICLN_HUMAN,P54105,Methylosome subunit pICln
IQGAP1;IQGAP3,Cytoplasm,-2.14158,-0.721362,-2.08009,-0.918868,1.12368,-1.89653,-1.80982,-2.77527,-3.08623,-2.03027,-1.87374,-1.75537,P46940;Q86VI3;H0YLE8;F2Z2E2,IQGA1_HUMAN;IQGA3_HUMAN,P46940;Q86VI3,Ras GTPase-activating-like protein IQGAP1
FLII,Cytoplasm,-1.24057,-1.08995,-2.21525,-1.64125,1.42262,-1.20139,-1.88899,-2.49963,-3.01017,-1.98232,-1.96123,-1.64056,Q13045;Q13045-3,FLII_HUMAN,Q13045,Protein flightless-1 homolog
APEH,Cytoplasm,-1.50086,-1.45676,-1.87975,-1.52222,1.29694,-1.45626,-1.85386,-2.5002,-2.78564,-2.04396,-1.72544,-1.74218,P13798;C9JIF9;H7C1U0,ACPH_HUMAN,P13798,Acylamino-acid-releasing enzyme
TMOD3,Cytoplasm,-1.86588,-0.864531,-2.0659,-1.49757,0.848357,-1.75125,-1.37585,-1.63206,-2.89954,-2.02219,-2.2771,-1.6233,Q9NYL9,TMOD3_HUMAN,Q9NYL9,Tropomodulin-3
TMOD2;TMOD3,Cytoplasm,-1.69739,-0.719615,-2.02669,-1.77068,0.72054,-1.31339,-1.37044,-1.89124,-2.97598,-2.01632,-2.2524,-1.59756,Q9NYL9;Q9NZR1;H0YNJ8;H0YKU1;G5EA42,TMOD2_HUMAN;TMOD3_HUMAN,Q9NYL9;Q9NZR1,Tropomodulin-3
PPP2CA,Cytoplasm,-1.86001,-1.10064,-1.78803,-1.15595,0.853109,-1.26193,-1.59377,-1.71639,-2.78619,-2.06195,-2.04243,-1.6496,P67775;P67775-2;A0A8V8TRB3;A0A8V8TQA1;A0A8V8TQU8;E5RI56,PP2AA_HUMAN,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
PPP2CA;PPP2CB,Cytoplasm,-1.97833,-1.01437,-1.91848,-1.39537,0.8478,-1.3257,-1.78255,-1.96581,-2.95021,-2.05284,-2.2418,-1.61409,P67775;P62714;H0YBN9;P67775-2;A0A8V8TRB3;A0A8V8TQA1;A0A8V8TQU8;B3KQ51,PP2AA_HUMAN;PP2AB_HUMAN,P62714;P67775,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
PPP2CB,Cytoplasm,-2.14163,-1.14034,-1.95136,-1.55079,0.859224,-1.099,-2.04667,-2.14867,-2.97423,-2.06233,-2.28854,-1.59167,P62714;E5RJX4,PP2AB_HUMAN,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
AKT1S1,Cytoplasm,-1.63284,-1.02665,-1.69367,-1.69948,1.00608,-1.12729,-1.54367,-2.00346,-2.94114,-2.03642,-2.07368,-1.66849,Q96B36;Q96B36-3;H9KV91,AKTS1_HUMAN,Q96B36,Proline-rich AKT1 substrate 1
UBQLN1,Cytoplasm,-2.03449,-1.38084,-2.07619,-1.13579,1.18405,-1.70326,-1.37875,-2.09139,-2.94719,-2.0072,-2.09765,-1.57532,Q9UMX0;Q9UMX0-2;Q9UMX0-4,UBQL1_HUMAN,Q9UMX0;Q9UMX0-2,Ubiquilin-1
UBQLN1;UBQLN4,Cytoplasm,-1.83153,-1.25933,-1.97831,-1.52462,1.22453,-1.56595,-1.33086,-1.9538,-2.9329,-2.01088,-2.20734,-1.60809,Q9NRR5;Q9UMX0;Q9UMX0-2;Q9UMX0-3;H0YDS0,UBQL1_HUMAN;UBQL4_HUMAN,Q9NRR5;Q9UMX0;Q9UMX0-2,Ubiquilin-4
TMOD1;TMOD3,Cytoplasm,-1.74418,-1.40239,-2.07472,-1.82597,1.0059,-1.42948,-1.16277,-1.9788,-2.93321,-2.01188,-2.12211,-1.71337,Q9NYL9;P28289;H0YNJ8;H0YKU1;P28289-2,TMOD1_HUMAN;TMOD3_HUMAN,P28289;Q9NYL9,Tropomodulin-1
MAGED2,Cytoplasm,-1.58896,-1.10935,-2.44268,-1.55979,1.06491,-1.37651,-1.47767,-1.9169,-3.0746,-1.98184,-2.01681,-1.84903,Q9UNF1;Q9UNF1-2;Q5H907;Q5H909,MAGD2_HUMAN,Q9UNF1,Melanoma-associated antigen D2
IQGAP1,Cytoplasm,-1.62432,-0.955695,-2.08292,-1.51135,0.984182,-1.61226,-1.73619,-2.38443,-2.88686,-2.01828,-1.86317,-1.85021,P46940;H0YLE8,IQGA1_HUMAN,P46940,Ras GTPase-activating-like protein IQGAP1
GFPT1,Cytoplasm,-1.75847,-0.454858,-2.20292,-1.58293,0.585267,-1.46403,-1.73799,-2.40972,-2.89356,-2.01122,-1.74155,-1.86499,Q06210;A0A6I8PTT9;A0A6I8PRN4;Q06210-2,GFPT1_HUMAN,Q06210-2,"Isoform of Q06210, Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1"
CAP1,Cytoplasm,-1.8025,-0.54982,-2.14865,-1.49796,0.572415,-1.43664,-1.49252,-2.1307,-2.90097,-2.00681,-1.88731,-1.7314,Q01518;Q5T0R1;Q5T0R2;Q5T0R3;Q5T0R4;Q5T0R5;Q5T0R6;Q5T0R7,CAP1_HUMAN,Q01518,Adenylyl cyclase-associated protein 1
PAICS,Cytoplasm,-1.9503,-0.624423,-2.16813,-1.378,0.707574,-1.68717,-1.58781,-2.06026,-2.8903,-2.01775,-1.93659,-1.76062,P22234;P22234-2;E9PBS1;D6RF62,PUR6_HUMAN,P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase
DYNLRB1,Cytoplasm,-1.67921,-1.12037,-1.94638,-1.35147,0.932179,-1.77081,-0.875428,-1.39379,-2.88354,-2.01585,-2.05077,-1.56655,Q9NP97;Q8TF09;H3BQI1;A0A8V8TKK9;B1AKR6,DLRB1_HUMAN,Q9NP97,Dynein light chain roadblock-type 1
CUL2,Cytoplasm,-1.54146,-0.799975,-2.31598,-2.40369,0.588077,-1.72521,-1.35898,-2.36864,-3.52322,-2.11728,-1.86108,-1.77996,Q13617;A0A8I5QJI3;A0A8I5QKN3;Q5T2B5;A0A0D9SET6;A0A0A0MTN0;A0A8I5KPX0;A0A8I5KS98;Q13617-2;A0A8I5KQQ5;A0A8I5KTY5;A0A8I5KUA9;A0A8I5KU22;A0A8I5KWB8;A0A8I5KV54;A0A8I5KVE2;A0A8I5KYZ8;A0A8I5KYP8;A0A8I5KYM7;A0A8I5KXB2,CUL2_HUMAN,Q13617;Q13617-2,Cullin-2
TUBA1C;TUBA4A,Cytoplasm,-1.99388,-0.837675,-2.09699,-2.14289,0.941687,-1.77128,-1.54638,-2.27534,-3.48087,-2.16339,-2.3121,-1.43789,P68366;P68363;Q71U36;Q9BQE3;A6NHL2;A6NHL2-2;Q71U36-2;F5H5D3;P68363-2;P68366-2,TBA1C_HUMAN;TBA4A_HUMAN,P68366;P68366-2;Q9BQE3,Tubulin alpha-4A chain
