T: T: Genes,C: Winner INF,endosome-vesicle,protein-complex,PM,ER,Cytoplasm,Mitochondria,Nucleus,Translation,Lysosome,Peroxisome,Golgi apparatus,LD,T: T: Protein Ids,T: T: Protein Names,T: T: Protein Group,T: T: First Protein Description
FHIP2A,Cytoplasm,-1.281,-1.66637,-2.17624,-1.45552,0.650562,-2.38282,-1.0247,-1.57023,-3.61726,-1.83526,-1.47321,-1.51064,Q5W0V3;Q5W0V3-2,FHI2A_HUMAN,Q5W0V3,FHF complex subunit HOOK interacting protein 2A
NFKB2,Cytoplasm,-1.93833,-1.87751,-1.80641,-1.1002,1.35247,-2.08725,-1.50218,-1.19885,-3.52133,-1.6685,-1.05578,-1.32832,Q00653;Q00653-3;Q00653-4,NFKB2_HUMAN,Q00653;Q00653-3;Q00653-4,Nuclear factor NF-kappa-B p100 subunit
DYNLRB1,Cytoplasm,-1.96074,-2.0567,-1.63539,-1.28283,1.61237,-2.13619,-1.00224,-1.51046,-3.42398,-1.69298,-1.63874,-1.37286,Q9NP97;Q8TF09;H3BQI1;A0A8V8TKK9;B1AKR6,DLRB1_HUMAN,Q9NP97,Dynein light chain roadblock-type 1
XPO7,Cytoplasm,-2.14412,-1.8956,-2.00626,-1.11194,1.7974,-1.72576,-1.03677,-1.8138,-3.52577,-1.68432,-1.97084,-1.45598,Q9UIA9;E7ESC6;H0YBE1,XPO7_HUMAN,Q9UIA9,Exportin-7
NFKB2,Cytoplasm,-1.59068,-1.18382,-2.17742,-1.34271,1.04097,-1.88052,-1.35475,-1.51184,-3.56926,-1.68384,-1.77948,-1.39406,Q00653;Q00653-4,NFKB2_HUMAN,Q00653;Q00653-4,Nuclear factor NF-kappa-B p100 subunit
CLNS1A,Cytoplasm,-1.92607,-1.33622,-2.3204,-1.22483,1.5275,-1.97371,-1.36239,-1.43537,-3.48614,-1.67397,-1.60676,-1.4893,P54105;J3KN38;E9PQ83;E9PMI6;E9PJF4,ICLN_HUMAN,P54105,Methylosome subunit pICln
UBQLN1;UBQLN4,Cytoplasm,-1.39087,-1.38948,-1.74225,-1.064,1.47096,-2.10989,-1.30777,-1.92366,-3.41772,-1.69539,-1.38814,-1.53842,Q9NRR5;Q9UMX0;Q9UMX0-2;Q9UMX0-3;H0YDS0,UBQL1_HUMAN;UBQL4_HUMAN,Q9NRR5;Q9UMX0;Q9UMX0-2,Ubiquilin-4
DENND4C,Cytoplasm,-1.51305,-1.60852,-1.78724,-1.38624,1.20398,-1.71005,-0.993177,-1.90158,-3.46395,-1.72426,-1.93418,-1.48539,Q5VZ89;Q5VZ89-3;Q5VZ89-5;Q5VZ89-7;R4GMN2,DEN4C_HUMAN,Q5VZ89;Q5VZ89-3;Q5VZ89-7,DENN domain-containing protein 4C
MAGED1;MAGED2,Cytoplasm,-2.06838,0.246787,-2.30378,-1.52838,0.826496,-1.8336,-1.66432,-2.11791,-3.54761,-1.66788,-1.63511,-1.39923,Q9UNF1;Q9Y5V3;Q9Y5V3-2;Q9UNF1-2;Q5H907;Q5H909,MAGD1_HUMAN;MAGD2_HUMAN,Q9UNF1;Q9Y5V3;Q9Y5V3-2,Melanoma-associated antigen D2
MAGED2,Cytoplasm,-2.21706,-0.591119,-1.94918,-1.27942,1.02264,-1.89093,-1.25173,-1.71587,-3.54959,-1.68424,-1.71316,-1.44836,Q9UNF1;Q9UNF1-2;Q5H907;Q5H909,MAGD2_HUMAN,Q9UNF1,Melanoma-associated antigen D2
PHKB,Cytoplasm,-1.90419,-0.286239,-1.90224,-1.35125,0.634905,-2.61671,-1.99771,-2.02197,-3.70199,-1.8097,-0.99612,-1.59155,Q93100-3;Q93100-4;I3L213,KPBB_HUMAN,Q93100-4,"Isoform of Q93100, Isoform 4 of Phosphorylase b kinase regulatory subunit beta"
PRKAA1,Cytoplasm,-1.98163,0.0399418,-1.42159,-1.47265,0.272528,-1.43631,-1.50252,-2.64674,-3.41701,-1.77689,-2.08479,-1.50861,Q13131;Q13131-2,AAPK1_HUMAN,Q13131;Q13131-2,5'-AMP-activated protein kinase catalytic subunit alpha-1
AP1S2,Cytoplasm,-1.6363,-0.62962,-2.07744,-1.73074,1.25204,-1.5391,-1.76142,-2.91251,-3.30085,-1.98549,-2.2837,-1.54441,P56377;A6NH01;P56377-2;H0Y673;A0A5F9ZI43;A0A5F9ZHW1;A0A5F9ZHX2;H7BZG6,AP1S2_HUMAN,P56377,AP-1 complex subunit sigma-2
PRKAA1;PRKAA2,Cytoplasm,-2.46336,-0.340506,-1.70886,-1.563,1.20614,-1.72011,-1.77221,-2.58607,-3.35423,-1.80943,-1.80209,-1.47902,Q13131;P54646;Q13131-2;Q96E92,AAPK1_HUMAN;AAPK2_HUMAN,P54646;Q13131;Q13131-2,5'-AMP-activated protein kinase catalytic subunit alpha-2
MYH10;MYH9,Cytoplasm,-1.37937,0.232652,-1.97664,-1.24593,0.675797,-2.39584,-1.64871,-3.3579,-3.75864,-1.86955,-2.29483,-1.79176,P35580;P35579;Q5BKV1;B1AH99;A0A8I5KSC2;A0A8I5KU92;A0A8I5KTT7;A0A8I5KWT8;A0A8I5KYI1;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN;MYH9_HUMAN,P35579;P35580;P35580-4,Myosin-9
MYH10;MYH14;MYH9,Cytoplasm,-1.64749,0.320597,-1.95224,-1.11576,1.19628,-2.61245,-1.58124,-2.91425,-3.71304,-1.84977,-1.98696,-1.80652,P35580;Q7Z406;P35579;M0QY43;P35579-2;Q7Z406-2;Q7Z406-4;Q7Z406-5;Q7Z406-6;A0A8I5KWT8;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN;MYH14_HUMAN;MYH9_HUMAN,P35579;P35579-2;P35580;P35580-4;Q7Z406-4,Myosin-9
IQGAP1;IQGAP3,Cytoplasm,-1.34453,-0.767609,-1.5628,-1.14889,0.881841,-2.68908,-1.33046,-2.73944,-3.61885,-1.76363,-1.79928,-1.60833,P46940;Q86VI3;H0YLE8;F2Z2E2,IQGA1_HUMAN;IQGA3_HUMAN,P46940;Q86VI3,Ras GTPase-activating-like protein IQGAP1
IQGAP1;IQGAP2;IQGAP3,Cytoplasm,-1.30677,-0.371973,-1.7962,-1.17428,0.554584,-2.62734,-1.3709,-2.72778,-3.61472,-1.75398,-1.94509,-1.61781,P46940;Q13576;Q86VI3;Q13576-2;Q13576-3;H0YLE8;A0A0J9YXZ5;E9PDT6;F5H7S7;F2Z2E2,IQGA1_HUMAN;IQGA2_HUMAN;IQGA3_HUMAN,P46940;Q13576;Q86VI3,Ras GTPase-activating-like protein IQGAP1
PPP6R1,Cytoplasm,-1.72804,-0.172477,-1.89793,-1.16288,0.570512,-2.61527,-1.24147,-3.39228,-3.64037,-1.73817,-1.90241,-1.52731,Q9UPN7,PP6R1_HUMAN,Q9UPN7,Serine/threonine-protein phosphatase 6 regulatory subunit 1
TCP11L1,Cytoplasm,-1.26311,-0.924421,-2.36563,-1.12829,0.490975,-2.83736,-1.17172,-2.94533,-3.95954,-1.93194,-1.35098,-1.23168,Q9NUJ3,T11L1_HUMAN,Q9NUJ3,T-complex protein 11-like protein 1
ALAD,Cytoplasm,-1.07006,-0.863473,-2.47361,-1.04066,0.782723,-1.10306,-1.65886,-3.0933,-3.54356,-1.6924,-2.43111,-1.58224,P13716,HEM2_HUMAN,P13716,Delta-aminolevulinic acid dehydratase
TBK1,Cytoplasm,-0.853532,-1.07324,-1.17805,-1.15698,0.979836,-1.91193,-1.24335,-2.5225,-3.59809,-1.77135,-0.970396,-1.50925,Q9UHD2;A0A494C167;A0A494C0X2;A0A494C148;A0A494C045;A0A7I2V2F4;A0A7I2V4W4;A0A7I2V643;A0A7I2V646,TBK1_HUMAN,Q9UHD2,Serine/threonine-protein kinase TBK1
DNAJA2,Cytoplasm,-1.02218,-1.29279,-1.55125,-1.49033,0.784868,-2.07782,-1.1683,-2.93671,-3.79636,-1.92859,-1.36767,-1.67159,O60884,DNJA2_HUMAN,O60884,DnaJ homolog subfamily A member 2
TUBA1C;TUBA4A;TUBA4B;TUBA8,Cytoplasm,-1.80494,-1.51916,-2.12965,-1.27032,1.19749,-1.91236,-0.554479,-2.728,-3.57201,-1.69558,-1.64374,-1.44269,P68366;Q9NY65;P68363;Q9H853;Q9BQE3;C9J2C0;F8VVB9;A0A7P0T945;C9JDS9;A0A7P0TA31;Q9NY65-2;F5H5D3;P68363-2;P68366-2,TBA1C_HUMAN;TBA4A_HUMAN;TBA4B_HUMAN;TBA8_HUMAN,P68366;P68366-2;Q9BQE3;Q9H853;Q9NY65;Q9NY65-2,Tubulin alpha-4A chain
TUBA1C,Cytoplasm,-1.28221,-0.94886,-2.4562,-1.38715,0.89654,-2.2724,-1.76975,-2.87365,-3.63986,-1.75266,-2.08571,-1.59209,Q9BQE3;F5H5D3,TBA1C_HUMAN,Q9BQE3,Tubulin alpha-1C chain
TUBA1C;TUBA4A,Cytoplasm,-1.32154,-0.942141,-2.42856,-1.40339,0.849114,-2.26191,-1.61336,-2.60293,-3.6261,-1.74804,-2.06751,-1.59216,P68366;P68363;Q71U36;Q9BQE3;A6NHL2;A6NHL2-2;Q71U36-2;F5H5D3;P68363-2;P68366-2,TBA1C_HUMAN;TBA4A_HUMAN,P68366;P68366-2;Q9BQE3,Tubulin alpha-4A chain
TUBA1C;TUBA8,Cytoplasm,-1.24263,-1.14645,-2.49923,-1.21968,0.866051,-1.99001,-1.4276,-2.42707,-3.59574,-1.73855,-2.05738,-1.64964,Q9NY65;Q6PEY2;P0DPH7;Q71U36;Q9BQE3;P0DPH8;C9J2C0;A0A7P0T945;A0A7P0TA31;V9GZ17;P0DPH7-2;Q71U36-2;Q9NY65-2;F5H5D3,TBA1C_HUMAN;TBA8_HUMAN,Q9BQE3;Q9NY65;Q9NY65-2,Tubulin alpha-1C chain
TUBA1C;TUBA4A;TUBA8,Cytoplasm,-1.64478,-1.29985,-2.35208,-1.37626,1.3329,-2.0142,-1.51811,-2.71633,-3.59952,-1.72579,-2.01915,-1.54793,P68366;Q9NY65;Q6PEY2;P0DPH7;P68363;Q71U36;Q9BQE3;P0DPH8;C9J2C0;A0A7P0T945;V9GZ17;P0DPH7-2;Q71U36-2;Q9NY65-2;F5H5D3;P68363-2;P68366-2,TBA1C_HUMAN;TBA4A_HUMAN;TBA8_HUMAN,P68366;P68366-2;Q9BQE3;Q9NY65;Q9NY65-2,Tubulin alpha-4A chain
TBCD,Cytoplasm,-1.90496,-1.33566,-2.29419,-1.39121,1.43389,-1.8828,-1.19657,-2.67438,-3.59399,-1.73427,-2.14296,-1.50886,Q9BTW9;J3KR97;Q9BTW9-4;Q9BTW9-5;A0A804HI02;A0A804HHW7;A0A804HI57;A0A804HIN6;A0A804HJ32;A0A804HIU1;A0A804HJ57;A0A804HIC0;A0A804HLF8;A0A804HLI2;A0A804HJY5;A0A804HKT8;A0A804HL62;A0A804HL21;A0A804HKB9,TBCD_HUMAN,Q9BTW9;Q9BTW9-4,Tubulin-specific chaperone D
RRM1,Cytoplasm,-1.54354,-1.48957,-2.23365,-1.11731,1.52449,-2.18978,-1.46969,-2.70269,-3.62935,-1.74243,-2.33555,-1.60651,P23921;E9PL69,RIR1_HUMAN,P23921,Ribonucleoside-diphosphate reductase large subunit
IQGAP1;IQGAP2,Cytoplasm,-1.05695,-0.956071,-1.55815,-1.10877,1.03949,-2.23651,-1.20852,-2.6641,-3.56104,-1.75407,-2.10177,-1.62237,P46940;Q13576;Q13576-2;Q13576-3;H0YLE8;A0A0J9YXZ5;F5H7S7,IQGA1_HUMAN;IQGA2_HUMAN,P46940;Q13576,Ras GTPase-activating-like protein IQGAP1
IQGAP1,Cytoplasm,-1.40382,-1.05945,-1.56313,-1.13751,1.02718,-2.3344,-1.18367,-2.47334,-3.54359,-1.72114,-1.76875,-1.53876,P46940;H0YLE8,IQGA1_HUMAN,P46940,Ras GTPase-activating-like protein IQGAP1
APEH,Cytoplasm,-1.15877,-1.20053,-1.7468,-1.1565,1.0605,-2.33189,-1.10836,-2.56328,-3.47495,-1.72164,-1.8289,-1.59681,P13798;C9JIF9;H7C1U0,ACPH_HUMAN,P13798,Acylamino-acid-releasing enzyme
UBQLN1,Cytoplasm,-1.28164,-0.956409,-1.88046,-1.04951,1.14925,-2.08243,-1.28665,-2.22495,-3.47934,-1.7157,-1.6232,-1.62165,Q9UMX0;Q9UMX0-2;Q9UMX0-4,UBQL1_HUMAN,Q9UMX0;Q9UMX0-2,Ubiquilin-1
PPP2CA,Cytoplasm,-1.02381,-0.983917,-1.95947,-1.10369,1.01896,-1.42492,-1.23447,-2.42419,-3.18087,-1.74567,-1.81089,-1.55431,P67775;P67775-2;A0A8V8TRB3;A0A8V8TQA1;A0A8V8TQU8;E5RI56,PP2AA_HUMAN,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
PPP2CA;PPP2CB,Cytoplasm,-1.08619,-1.00095,-1.92987,-1.13418,1.10331,-1.68296,-1.29458,-2.43102,-3.26533,-1.73439,-1.87538,-1.56974,P67775;P62714;H0YBN9;P67775-2;A0A8V8TRB3;A0A8V8TQA1;A0A8V8TQU8;B3KQ51,PP2AA_HUMAN;PP2AB_HUMAN,P62714;P67775,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
AKT1S1,Cytoplasm,-1.25462,-1.23704,-1.81521,-1.10723,1.19426,-1.82243,-1.2967,-2.41976,-3.39167,-1.70566,-1.83947,-1.53292,Q96B36;Q96B36-3;H9KV91,AKTS1_HUMAN,Q96B36,Proline-rich AKT1 substrate 1
PPP2CB,Cytoplasm,-1.04024,-0.928738,-2.08712,-1.25321,1.18208,-1.2528,-1.33926,-2.80207,-3.30621,-1.71769,-2.01727,-1.43699,P62714;E5RJX4,PP2AB_HUMAN,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
HMGB3,Cytoplasm,-1.16226,-1.31507,-2.32485,-1.20849,1.19888,-1.72978,-1.26349,-2.80772,-3.6009,-1.70846,-2.13111,-1.46131,O15347;E7ES08;E7EQU1;E9PES6,HMGB3_HUMAN,O15347,High mobility group protein B3
IPO7;IPO8,Cytoplasm,-1.50877,-1.39647,-2.33943,-1.9369,1.92788,-2.3915,-2.76842,-2.80721,-3.92783,-2.34,-1.30512,-1.33529,O95373;O15397;O15397-2,IPO7_HUMAN;IPO8_HUMAN,O15397;O95373,Importin-8
CUL3,Cytoplasm,-1.283,-0.741871,-2.50029,-1.93335,1.11175,-2.23539,-2.1,-3.36084,-3.941,-2.11248,-2.09544,-1.60874,Q13618;H7C1L6;Q13618-2,CUL3_HUMAN,Q13618,Cullin-3
IPO7,Cytoplasm,-0.748151,-0.652337,-2.24312,-1.82571,1.17415,-2.52546,-2.27818,-2.84998,-3.90156,-2.18534,-1.89045,-1.53243,O95373,IPO7_HUMAN,O95373,Importin-7
PFKL,Cytoplasm,-1.09961,-0.161985,-2.8193,-1.75081,0.0736921,-2.0439,-2.24494,-3.23553,-3.60697,-1.80418,-1.80897,-1.57322,P17858;P17858-2,PFKAL_HUMAN,P17858,"ATP-dependent 6-phosphofructokinase, liver type"
MMS19,Cytoplasm,-1.74506,-0.422879,-2.18734,-1.76589,0.466885,-1.98437,-1.95755,-3.7233,-3.95652,-1.87103,-1.67084,-1.41838,Q96T76;Q5T454;Q96T76-5;Q96T76-7;Q96T76-8;Q96T76-9,MMS19_HUMAN,Q96T76;Q96T76-8;Q96T76-9,MMS19 nucleotide excision repair protein homolog
HTT,Cytoplasm,-2.01663,-1.7611,-1.64842,-1.39494,0.552609,-0.19053,-1.97036,-2.08164,-2.9966,-2.09984,-1.56849,-1.84998,P42858;A0A7P0TA78;A0A7P0TAC5;A0A7P0TAN5;A0A7P0Z417,HD_HUMAN,P42858,Huntingtin
ZC3HAV1L,Cytoplasm,-1.38187,-2.06845,-1.70981,-1.38736,1.02922,-0.354257,-1.26292,-2.10295,-3.49055,-1.6709,-1.87569,-1.38395,Q96H79,ZCCHL_HUMAN,Q96H79,Zinc finger CCCH-type antiviral protein 1-like
RPS6KA4,Cytoplasm,-0.50646,-2.40002,-2.67598,-0.0233553,0.689243,-1.80169,-2.30245,-1.10213,-3.55814,-1.70143,-1.18479,-1.38161,O75676;A0A0A6YYC0;E9PJN1;O75676-2,KS6A4_HUMAN,O75676;O75676-2,Ribosomal protein S6 kinase alpha-4
WASHC2A;WASHC2C,protein-complex,-1.25174,0.106712,-1.57507,-1.24077,-0.851141,-1.51059,-2.01433,-2.53958,-3.44118,-2.98139,-1.54975,-1.20035,Q9Y4E1;Q641Q2;J3KP36;E7ESD2;A0A096LPC5;F8W7U3;Q9Y4E1-1;Q9Y4E1-2;Q9Y4E1-3;Q9Y4E1-5;Q9Y4E1-6;A0A0A0MT65;Q641Q2-2;A0A087WYF6,WAC2A_HUMAN;WAC2C_HUMAN,Q641Q2;Q9Y4E1-1;Q9Y4E1-2,WASH complex subunit 2A
LPIN1,protein-complex,-0.996932,0.523044,-1.74668,-1.11668,-0.34026,-2.06069,-1.51793,-2.20989,-3.50321,-1.68959,-0.446411,-0.0725131,Q14693;Q14693-2;Q14693-3;Q14693-4;Q14693-5;Q14693-7;A0A0A0MS66;H7C3T1,LPIN1_HUMAN,Q14693;Q14693-2;Q14693-3;Q14693-5;Q14693-7,Phosphatidate phosphatase LPIN1
STRN;STRN3;STRN4,protein-complex,-2.37748,1.36412,-2.10029,-2.14536,-1.36808,-1.00318,-2.75525,-1.90928,-3.93111,-2.1354,-1.46271,-1.34773,O43815;Q13033;Q9NRL3;Q13033-2;O43815-2;G3V340;G3V3G7;Q9NRL3-2;Q9NRL3-3;M0R0P4;M0R0W8;M0R2A7;M0QXN2;M0QYS2;F5GYK2,STRN3_HUMAN;STRN4_HUMAN;STRN_HUMAN,O43815;Q13033;Q13033-2;Q9NRL3;Q9NRL3-3,Striatin
ACLY,protein-complex,-2.10077,0.243253,-2.48744,-2.10479,-1.42236,-0.599871,-2.33229,-2.2328,-3.67296,-1.82424,-1.49964,-1.33885,P53396;P53396-2;P53396-3,ACLY_HUMAN,P53396;P53396-3,ATP-citrate synthase
MYH10,protein-complex,-2.10593,1.17381,-1.73706,-1.39287,0.214174,-1.74061,-2.21601,-2.91187,-3.89269,-1.96018,-1.65423,-1.70057,P35580;A0A8I5KZ38;P35580-2;P35580-5,MYH10_HUMAN,P35580,Myosin-10
MYH10,protein-complex,-2.05416,0.81042,-1.69383,-1.34538,0.185689,-2.25786,-1.71391,-2.88144,-3.89801,-1.94959,-1.78212,-1.7325,P35580;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN,P35580;P35580-4,Myosin-10
MYH10;MYH9,protein-complex,-1.96931,1.02666,-1.67683,-1.24963,-0.128284,-2.62246,-1.23421,-3.16793,-3.74957,-1.87398,-1.6972,-1.74797,P35580;P35579;P35579-2;A0A8I5KWT8;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN;MYH9_HUMAN,P35579;P35579-2;P35580;P35580-4,Myosin-9
CAPZB,protein-complex,-1.18832,0.260655,-1.7653,-1.18693,-0.344163,-2.89691,-0.804064,-3.37016,-3.62933,-1.77696,-1.53706,-1.64924,P47756;P47756-1;A0A6I8PRV6;B1AK85;B1AK87;B1AK88,CAPZB_HUMAN,P47756,F-actin-capping protein subunit beta
MYH10;MYH14,protein-complex,-1.05802,1.07216,-2.22434,-1.40662,-0.277057,-2.87156,-1.64093,-3.88127,-3.81533,-1.88939,-2.24639,-1.67952,P35580;Q7Z406;M0QY43;Q7Z406-2;Q7Z406-4;Q7Z406-5;Q7Z406-6;A0A8I5KZ38;P35580-2;P35580-3;P35580-4;P35580-5,MYH10_HUMAN;MYH14_HUMAN,P35580;P35580-4;Q7Z406-4,Myosin-10
RANBP10,Cytoplasm,-1.55402,-0.221925,-2.98144,-2.07074,0.536421,-2.94003,-2.10828,-2.14376,-3.69417,-1.82676,-1.07018,-1.22276,Q6VN20;R4GNA3;R4GMX7;R4GMX8;R4GN91;Q6VN20-3,RBP10_HUMAN,Q6VN20;Q6VN20-3,Ran-binding protein 10
CUL2,Cytoplasm,-1.09564,-0.906022,-2.88308,-1.62058,0.409319,-1.9889,-2.04022,-2.22584,-3.59274,-1.78483,-1.23273,-1.71215,Q13617;A0A8I5QJI3;A0A8I5QKN3;Q5T2B5;A0A0D9SET6;A0A0A0MTN0;A0A8I5KPX0;A0A8I5KS98;Q13617-2;A0A8I5KQQ5;A0A8I5KTY5;A0A8I5KUA9;A0A8I5KU22;A0A8I5KWB8;A0A8I5KV54;A0A8I5KVE2;A0A8I5KYZ8;A0A8I5KYP8;A0A8I5KYM7;A0A8I5KXB2,CUL2_HUMAN,Q13617;Q13617-2,Cullin-2
AGL,Cytoplasm,-1.43352,-0.479537,-2.40575,-1.53318,0.227987,-1.8186,-1.68969,-2.14216,-3.47915,-1.80188,-1.07802,-1.45285,P35573;P35573-2;P35573-3,GDE_HUMAN,P35573,Glycogen debranching enzyme
SNF8,Cytoplasm,-0.391055,-0.514625,-2.66865,-2.02737,0.150112,-1.91047,-1.31361,-2.41173,-3.56456,-2.10106,-1.41306,-1.56072,Q96H20;Q96H20-2;D6RJ86;D6RFY6;D6RBI1;H0Y8S5,SNF8_HUMAN,Q96H20;Q96H20-2,Vacuolar-sorting protein SNF8
PIK3C3,Cytoplasm,-1.24363,0.0450642,-2.37762,-1.42695,0.281083,-1.30957,-1.65896,-1.89127,-3.57024,-2.49705,-2.01897,-1.35474,Q8NEB9;A8MYT4,PK3C3_HUMAN,Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3
GPS1,protein-complex,-0.889723,0.609725,-2.70194,-1.60758,-0.527641,-2.6176,-2.28971,-2.79509,-3.66267,-1.78679,-1.63598,-1.5731,Q13098;A0A096LP07;A0A096LPJ3;Q13098-5;Q13098-6;Q13098-7;A8K070;C9JFE4,CSN1_HUMAN,Q13098;Q13098-5;Q13098-7,COP9 signalosome complex subunit 1
MAGED2;TRO,protein-complex,-1.90865,0.463485,-2.50086,-1.42933,-0.375737,-1.86084,-1.54555,-2.01042,-3.57852,-1.62394,-1.41968,-1.35804,Q9UNF1;Q12816;Q9UNF1-2;Q5H907;Q5H909;Q12816-2;Q12816-3;Q12816-4;Q12816-5;G5E9N2;A0A087X070,MAGD2_HUMAN;TROP_HUMAN,Q12816;Q9UNF1,Trophinin
PRPSAP1;PRPSAP2,protein-complex,-1.53699,0.542776,-2.67816,-1.5424,-0.290879,-1.72561,-1.47162,-1.92137,-3.5039,-1.71572,-1.03399,-1.37379,Q14558;O60256;Q14558-2;C9J168;E7EPA1;B4DP31;I3L4G9;I3L0S1;O60256-2;O60256-3;O60256-4,KPRA_HUMAN;KPRB_HUMAN,O60256;Q14558-2,Phosphoribosyl pyrophosphate synthase-associated protein 2
CAMK2D,protein-complex,-1.09118,0.0756122,-1.87987,-1.78758,-0.554262,-1.70439,-1.43932,-1.77224,-3.52013,-1.75167,-0.986024,-1.41471,Q13557;E9PBG7;H0Y9J2;D6R938;Q13557-6;Q13557-8;Q13557-10;Q13557-11;Q13557-12;A0A8V8TPJ8;A0A8V8TPK3;A0A8V8TPY4;E9PF82;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TND4,KCC2D_HUMAN,Q13557-11;Q13557-12,"Isoform of Q13557, Isoform Delta 11 of Calcium/calmodulin-dependent protein kinase type II subunit delta"
COG7,protein-complex,-0.803905,0.749813,-2.2789,-1.89715,-0.325238,-1.99521,-1.58977,-1.84735,-3.55489,-1.78295,-1.47952,-1.47722,P83436,COG7_HUMAN,P83436,Conserved oligomeric Golgi complex subunit 7
ELP3,protein-complex,-1.82837,0.438821,-2.18583,-1.45235,-0.296129,-2.1577,-1.5802,-2.74709,-3.58199,-1.71527,-0.523204,-1.44385,Q9H9T3;B4DKA4;Q9H9T3-2;Q9H9T3-4;Q9H9T3-5;E5RHR2,ELP3_HUMAN,Q9H9T3;Q9H9T3-2,Elongator complex protein 3
STRN4,protein-complex,-2.17785,0.161967,-1.69947,-0.906952,-0.370691,-1.75947,-1.58726,-2.13534,-3.96538,-2.11277,-1.29874,-1.54003,Q9NRL3;Q9NRL3-3;R4GN16;F5GYK2,STRN4_HUMAN,Q9NRL3;Q9NRL3-3,Striatin-4
PRKAG1,Cytoplasm,-1.49937,-0.0859692,-1.94228,-1.35426,0.11867,-1.85988,-1.74441,-2.38613,-3.52097,-1.72515,-1.73663,-1.45694,P54619;P54619-2;P54619-3;F8VYY9,AAKG1_HUMAN,P54619;P54619-2;P54619-3,5'-AMP-activated protein kinase subunit gamma-1
NEK9,protein-complex,-1.82492,0.189827,-2.46376,-1.46743,0.101504,-2.03887,-1.43499,-2.5836,-3.56166,-1.72429,-2.06467,-1.53119,Q8TD19;G3V5V0;A0A7I2V454;A0A7I2V4E9;A0A7I2V5R1,NEK9_HUMAN,Q8TD19,Serine/threonine-protein kinase Nek9
PYGB;PYGM,protein-complex,-1.20854,0.226357,-2.32699,-1.27554,-0.0983056,-2.35363,-1.40607,-2.8234,-3.59561,-1.75318,-2.36543,-1.68674,P11217;P11216;P11217-2,PYGB_HUMAN;PYGM_HUMAN,P11216;P11217;P11217-2,"Glycogen phosphorylase, brain form"
PFKL;PFKM,protein-complex,-1.32047,0.262365,-2.50943,-1.49647,-0.306295,-2.59958,-1.52019,-2.72284,-3.67672,-1.81733,-1.9847,-1.67845,P08237;P17858;A0A2R8Y891;P17858-2;P08237-3,PFKAL_HUMAN;PFKAM_HUMAN,P08237;P08237-3;P17858,"ATP-dependent 6-phosphofructokinase, muscle type"
FLII,protein-complex,-1.63122,0.304021,-2.24364,-1.26873,-0.307124,-2.67737,-1.229,-2.46993,-3.53627,-1.70633,-1.72937,-1.58214,Q13045;Q13045-3,FLII_HUMAN,Q13045,Protein flightless-1 homolog
GFPT1,protein-complex,-1.5797,0.112784,-2.13968,-1.24662,-0.103559,-2.57635,-1.34467,-2.28495,-3.53726,-1.70782,-1.54114,-1.5746,Q06210;A0A6I8PTT9;A0A6I8PRN4;Q06210-2,GFPT1_HUMAN,Q06210-2,"Isoform of Q06210, Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1"
CAP1,protein-complex,-1.7385,0.167036,-2.14181,-1.24958,-0.266614,-2.73238,-1.24953,-2.40152,-3.52773,-1.69689,-1.40828,-1.53054,Q01518;Q5T0R1;Q5T0R2;Q5T0R3;Q5T0R4;Q5T0R5;Q5T0R6;Q5T0R7,CAP1_HUMAN,Q01518,Adenylyl cyclase-associated protein 1
AMPD2,protein-complex,-1.6522,0.0825131,-2.18806,-1.2027,-0.147458,-2.72978,-1.19308,-2.42157,-3.52789,-1.70011,-1.55793,-1.57861,Q01433;Q01433-2;Q01433-3;Q01433-4;Q01433-5;H0YF16;A0A804CCZ3;A0A804H2H4;H0Y360;A0A590UJX5;A0A590UK85;A0A7P0Z4H6;A0A5F9UK94,AMPD2_HUMAN,Q01433;Q01433-2,AMP deaminase 2
PYGB,Cytoplasm,-1.61744,0.0295511,-2.24587,-1.28909,0.036446,-2.43735,-1.35592,-2.33579,-3.54957,-1.70991,-1.84495,-1.57212,P11216,PYGB_HUMAN,P11216,"Glycogen phosphorylase, brain form"
PAICS,Cytoplasm,-1.68165,-0.182741,-2.1231,-1.21501,0.202283,-2.67105,-1.31516,-2.21651,-3.514,-1.69228,-1.44323,-1.54724,P22234;P22234-2;E9PBS1;D6RF62,PUR6_HUMAN,P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase
